Time,Price
2017-10-07 22:34:37,352900.0
2017-10-07 22:34:48,352900.0
2017-10-07 22:34:59,352900.0
2017-10-07 22:35:09,352900.0
2017-10-07 22:35:20,352900.0
2017-10-07 22:35:31,352750.0
2017-10-07 22:35:42,352750.0
2017-10-07 22:35:52,352750.0
2017-10-07 22:36:03,352750.0
2017-10-07 22:36:14,352700.0
2017-10-07 22:36:25,352750.0
2017-10-07 22:36:36,352750.0
2017-10-07 22:36:46,352900.0
2017-10-07 22:36:57,352950.0
2017-10-07 22:37:07,352950.0
2017-10-07 22:37:18,352750.0
2017-10-07 22:37:29,352750.0
2017-10-07 22:37:40,352750.0
2017-10-07 22:37:51,352750.0
2017-10-07 22:38:02,352750.0
2017-10-07 22:38:13,352750.0
2017-10-07 22:38:24,352750.0
2017-10-07 22:38:36,352800.0
2017-10-07 22:38:47,352800.0
2017-10-07 22:38:58,352750.0
2017-10-07 22:39:09,352750.0
2017-10-07 22:39:20,352700.0
2017-10-07 22:39:31,352850.0
2017-10-07 22:39:41,352850.0
2017-10-07 22:39:52,352650.0
2017-10-07 22:40:04,352650.0
2017-10-07 22:40:15,352650.0
2017-10-07 22:40:25,352900.0
2017-10-07 22:40:36,352950.0
2017-10-07 22:40:47,353000.0
2017-10-07 22:40:59,352950.0
2017-10-07 22:41:09,352950.0
2017-10-07 22:41:20,353000.0
2017-10-07 22:41:30,353100.0
2017-10-07 22:41:43,353150.0
2017-10-07 22:41:54,353250.0
2017-10-07 22:42:05,353250.0
2017-10-07 22:42:15,353250.0
2017-10-07 22:42:26,353250.0
2017-10-07 22:42:37,352650.0
2017-10-07 22:42:48,352550.0
2017-10-07 22:42:59,352600.0
2017-10-07 22:43:10,353050.0
2017-10-07 22:43:21,352700.0
2017-10-07 22:43:31,352700.0
2017-10-07 22:43:43,352750.0
2017-10-07 22:43:53,352750.0
2017-10-07 22:44:05,352850.0
2017-10-07 22:44:15,352850.0
2017-10-07 22:44:26,352850.0
2017-10-07 22:44:36,352850.0
2017-10-07 22:44:47,352850.0
2017-10-07 22:44:58,353150.0
2017-10-07 22:45:08,353150.0
2017-10-07 22:45:19,353150.0
2017-10-07 22:45:30,353200.0
2017-10-07 22:45:40,353200.0
2017-10-07 22:45:51,353200.0
2017-10-07 22:46:01,352900.0
2017-10-07 22:46:12,352900.0
2017-10-07 22:46:22,352900.0
2017-10-07 22:46:33,352850.0
2017-10-07 22:46:44,352850.0
2017-10-07 22:46:54,352850.0
2017-10-07 22:47:05,352850.0
2017-10-07 22:47:16,352850.0
2017-10-07 22:47:27,352900.0
2017-10-07 22:47:38,353000.0
2017-10-07 22:47:48,353000.0
2017-10-07 22:48:00,353000.0
2017-10-07 22:48:11,353000.0
2017-10-07 22:48:22,353000.0
2017-10-07 22:48:33,353000.0
2017-10-07 22:48:44,353000.0
2017-10-07 22:48:55,352850.0
2017-10-07 22:49:07,352950.0
2017-10-07 22:49:18,352950.0
2017-10-07 22:49:29,352950.0
2017-10-07 22:49:41,352950.0
2017-10-07 22:49:53,352900.0
2017-10-07 22:50:03,352850.0
2017-10-07 22:50:14,352700.0
2017-10-07 22:50:26,353050.0
2017-10-07 22:50:38,353050.0
2017-10-07 22:50:49,352700.0
2017-10-07 22:51:01,353050.0
2017-10-07 22:51:12,353000.0
2017-10-07 22:51:23,353000.0
2017-10-07 22:51:34,352800.0
2017-10-07 22:51:44,352800.0
2017-10-07 22:51:55,352700.0
2017-10-07 22:52:06,352650.0
2017-10-07 22:52:20,352650.0
2017-10-07 22:52:31,352700.0
2017-10-07 22:52:42,352700.0
2017-10-07 22:52:53,352650.0
2017-10-07 22:53:04,352450.0
2017-10-07 22:53:15,352450.0
2017-10-07 22:53:25,352450.0
2017-10-07 22:53:36,352750.0
2017-10-07 22:53:46,352750.0
2017-10-07 22:53:57,352450.0
2017-10-07 22:54:08,352450.0
2017-10-07 22:54:19,352450.0
2017-10-07 22:54:30,352200.0
2017-10-07 22:54:41,352450.0
2017-10-07 22:54:52,352400.0
2017-10-07 22:55:03,352400.0
2017-10-07 22:55:14,352400.0
2017-10-07 22:55:25,352500.0
2017-10-07 22:55:36,352500.0
2017-10-07 22:55:47,352450.0
2017-10-07 22:55:58,352250.0
2017-10-07 22:56:09,352250.0
2017-10-07 22:56:19,352250.0
2017-10-07 22:56:31,352250.0
2017-10-07 22:56:41,352300.0
2017-10-07 22:56:52,352300.0
2017-10-07 22:57:03,352250.0
2017-10-07 22:57:14,352250.0
2017-10-07 22:57:25,352200.0
2017-10-07 22:57:36,352150.0
2017-10-07 22:57:46,352200.0
2017-10-07 22:57:57,352200.0
2017-10-07 22:58:08,352150.0
2017-10-07 22:58:19,352150.0
2017-10-07 22:58:30,352100.0
2017-10-07 22:58:40,352050.0
2017-10-07 22:58:52,352050.0
2017-10-07 22:59:03,352000.0
2017-10-07 22:59:14,352000.0
2017-10-07 22:59:24,352200.0
2017-10-07 22:59:35,352050.0
2017-10-07 22:59:47,352050.0
2017-10-07 22:59:57,352050.0
2017-10-07 23:00:08,352000.0
2017-10-07 23:00:19,351900.0
2017-10-07 23:00:30,351900.0
2017-10-07 23:00:40,351950.0
2017-10-07 23:00:51,351950.0
2017-10-07 23:01:03,352000.0
2017-10-07 23:01:14,352000.0
2017-10-07 23:01:24,352000.0
2017-10-07 23:01:35,351950.0
2017-10-07 23:01:45,352000.0
2017-10-07 23:01:56,352000.0
2017-10-07 23:02:08,352000.0
2017-10-07 23:02:19,352000.0
2017-10-07 23:02:29,352000.0
2017-10-07 23:02:40,352050.0
2017-10-07 23:02:51,352300.0
2017-10-07 23:03:02,352300.0
2017-10-07 23:03:13,352300.0
2017-10-07 23:03:24,352300.0
2017-10-07 23:03:34,352300.0
2017-10-07 23:03:45,352050.0
2017-10-07 23:03:56,352050.0
2017-10-07 23:04:07,352050.0
2017-10-07 23:04:18,352050.0
2017-10-07 23:04:29,352050.0
2017-10-07 23:04:40,352050.0
2017-10-07 23:04:50,352350.0
2017-10-07 23:05:01,352200.0
2017-10-07 23:05:13,352350.0
2017-10-07 23:05:24,352150.0
2017-10-07 23:05:40,352350.0
2017-10-07 23:05:50,352350.0
2017-10-07 23:06:01,352400.0
2017-10-07 23:06:12,352400.0
2017-10-07 23:06:22,352400.0
2017-10-07 23:06:33,352400.0
2017-10-07 23:06:43,352400.0
2017-10-07 23:06:54,352400.0
2017-10-07 23:07:05,352400.0
2017-10-07 23:07:17,352400.0
2017-10-07 23:07:28,352400.0
2017-10-07 23:07:40,352400.0
2017-10-07 23:07:50,352350.0
2017-10-07 23:08:01,352350.0
2017-10-07 23:08:12,352350.0
2017-10-07 23:08:22,352150.0
2017-10-07 23:08:34,352300.0
2017-10-07 23:08:45,352300.0
2017-10-07 23:08:56,352200.0
2017-10-07 23:09:07,352200.0
2017-10-07 23:09:17,352300.0
2017-10-07 23:09:29,352300.0
2017-10-07 23:09:40,352200.0
2017-10-07 23:09:51,352100.0
2017-10-07 23:10:02,352100.0
2017-10-07 23:10:14,352150.0
2017-10-07 23:10:25,352100.0
2017-10-07 23:10:35,352100.0
2017-10-07 23:10:46,352150.0
2017-10-07 23:10:58,352050.0
2017-10-07 23:11:09,352150.0
2017-10-07 23:11:19,352300.0
2017-10-07 23:11:29,352300.0
2017-10-07 23:11:40,352300.0
2017-10-07 23:11:51,352100.0
2017-10-07 23:12:03,352100.0
2017-10-07 23:12:14,352100.0
2017-10-07 23:12:24,352100.0
2017-10-07 23:12:35,352100.0
2017-10-07 23:12:46,352350.0
2017-10-07 23:12:57,352350.0
2017-10-07 23:13:08,352350.0
2017-10-07 23:13:19,352350.0
2017-10-07 23:13:29,352900.0
2017-10-07 23:13:41,352500.0
2017-10-07 23:13:51,352500.0
2017-10-07 23:14:03,352500.0
2017-10-07 23:14:13,352500.0
2017-10-07 23:14:24,352750.0
2017-10-07 23:14:35,352500.0
2017-10-07 23:14:46,352500.0
2017-10-07 23:14:57,352500.0
2017-10-07 23:15:09,352500.0
2017-10-07 23:15:19,352500.0
2017-10-07 23:15:31,352500.0
2017-10-07 23:15:41,352500.0
2017-10-07 23:15:52,352600.0
2017-10-07 23:16:04,352650.0
2017-10-07 23:16:15,352650.0
2017-10-07 23:16:26,352700.0
2017-10-07 23:16:37,352700.0
2017-10-07 23:16:48,352700.0
2017-10-07 23:16:59,352700.0
2017-10-07 23:17:10,352750.0
2017-10-07 23:17:20,352750.0
2017-10-07 23:17:31,352750.0
2017-10-07 23:17:42,352650.0
2017-10-07 23:17:53,352650.0
2017-10-07 23:18:04,352450.0
2017-10-07 23:18:21,352800.0
2017-10-07 23:18:32,352800.0
2017-10-07 23:18:43,352800.0
2017-10-07 23:18:55,352750.0
2017-10-07 23:19:05,352800.0
2017-10-07 23:19:18,352800.0
2017-10-07 23:19:28,352700.0
2017-10-07 23:19:39,352700.0
2017-10-07 23:19:50,352700.0
2017-10-07 23:20:01,352600.0
2017-10-07 23:20:11,352600.0
2017-10-07 23:20:22,352550.0
2017-10-07 23:20:33,352550.0
2017-10-07 23:20:45,352550.0
2017-10-07 23:20:55,352550.0
2017-10-07 23:21:06,352600.0
2017-10-07 23:21:17,352650.0
2017-10-07 23:21:28,352650.0
2017-10-07 23:21:38,352800.0
2017-10-07 23:21:49,352550.0
2017-10-07 23:22:00,352800.0
2017-10-07 23:22:10,352800.0
2017-10-07 23:22:21,352800.0
2017-10-07 23:22:32,352750.0
2017-10-07 23:22:42,352750.0
2017-10-07 23:22:53,352750.0
2017-10-07 23:23:03,352850.0
2017-10-07 23:23:14,352850.0
2017-10-07 23:23:24,352950.0
2017-10-07 23:23:35,352950.0
2017-10-07 23:23:46,352950.0
2017-10-07 23:23:57,353000.0
2017-10-07 23:24:08,353000.0
2017-10-07 23:24:19,353000.0
2017-10-07 23:24:29,352900.0
2017-10-07 23:24:41,352900.0
2017-10-07 23:24:52,352900.0
2017-10-07 23:25:02,353000.0
2017-10-07 23:25:13,353000.0
2017-10-07 23:25:24,352900.0
2017-10-07 23:25:34,352850.0
2017-10-07 23:25:45,352850.0
2017-10-07 23:25:55,352850.0
2017-10-07 23:26:06,352650.0
2017-10-07 23:26:18,352650.0
2017-10-07 23:26:31,352750.0
2017-10-07 23:26:44,352700.0
2017-10-07 23:26:54,352800.0
2017-10-07 23:27:05,352900.0
2017-10-07 23:27:16,352900.0
2017-10-07 23:27:26,352900.0
2017-10-07 23:27:37,352900.0
2017-10-07 23:27:48,352800.0
2017-10-07 23:27:59,352900.0
2017-10-07 23:28:10,352900.0
2017-10-07 23:28:20,352850.0
2017-10-07 23:28:31,352850.0
2017-10-07 23:28:42,352900.0
2017-10-07 23:28:53,353000.0
2017-10-07 23:29:04,353000.0
2017-10-07 23:29:15,353000.0
2017-10-07 23:29:26,353000.0
2017-10-07 23:29:37,353000.0
2017-10-07 23:29:47,352950.0
2017-10-07 23:29:58,352950.0
2017-10-07 23:30:09,353100.0
2017-10-07 23:30:20,353300.0
2017-10-07 23:30:33,353300.0
2017-10-07 23:30:45,353100.0
2017-10-07 23:30:56,353100.0
2017-10-07 23:31:07,353450.0
2017-10-07 23:31:18,353500.0
2017-10-07 23:31:29,353500.0
2017-10-07 23:31:40,353500.0
2017-10-07 23:31:51,353600.0
2017-10-07 23:32:02,353950.0
2017-10-07 23:32:14,353950.0
2017-10-07 23:32:24,353950.0
2017-10-07 23:32:35,353900.0
2017-10-07 23:32:46,353850.0
2017-10-07 23:32:57,353850.0
2017-10-07 23:33:08,353600.0
2017-10-07 23:33:19,353600.0
2017-10-07 23:33:29,353600.0
2017-10-07 23:33:41,353400.0
2017-10-07 23:33:51,353950.0
2017-10-07 23:34:02,353500.0
2017-10-07 23:34:13,353500.0
2017-10-07 23:34:24,353600.0
2017-10-07 23:34:34,353400.0
2017-10-07 23:34:46,353500.0
2017-10-07 23:34:57,353500.0
2017-10-07 23:35:07,353300.0
2017-10-07 23:35:19,353350.0
2017-10-07 23:35:29,353700.0
2017-10-07 23:35:40,353700.0
2017-10-07 23:35:51,353450.0
2017-10-07 23:36:02,353300.0
2017-10-07 23:36:12,353050.0
2017-10-07 23:36:24,353250.0
2017-10-07 23:36:37,353450.0
2017-10-07 23:36:48,353200.0
2017-10-07 23:36:59,353400.0
2017-10-07 23:37:09,353450.0
2017-10-07 23:37:20,353450.0
2017-10-07 23:37:31,353000.0
2017-10-07 23:37:42,353400.0
2017-10-07 23:37:53,353450.0
2017-10-07 23:38:03,353400.0
2017-10-07 23:38:14,353300.0
2017-10-07 23:38:26,353300.0
2017-10-07 23:38:36,353300.0
2017-10-07 23:38:48,353300.0
2017-10-07 23:38:59,353400.0
2017-10-07 23:39:10,353300.0
2017-10-07 23:39:22,353400.0
2017-10-07 23:39:33,353400.0
2017-10-07 23:39:43,353600.0
2017-10-07 23:39:54,353550.0
2017-10-07 23:40:05,353300.0
2017-10-07 23:40:16,353600.0
2017-10-07 23:40:27,353600.0
2017-10-07 23:40:38,353600.0
2017-10-07 23:40:49,353500.0
2017-10-07 23:40:59,353500.0
2017-10-07 23:41:10,353500.0
2017-10-07 23:41:21,353500.0
2017-10-07 23:41:32,353500.0
2017-10-07 23:41:43,353500.0
2017-10-07 23:41:54,353450.0
2017-10-07 23:42:04,353350.0
2017-10-07 23:42:15,353400.0
2017-10-07 23:42:27,353350.0
2017-10-07 23:42:40,353350.0
2017-10-07 23:42:50,353350.0
2017-10-07 23:43:01,353400.0
2017-10-07 23:43:12,353350.0
2017-10-07 23:43:23,353450.0
2017-10-07 23:43:35,353450.0
2017-10-07 23:43:46,353450.0
2017-10-07 23:43:56,353450.0
2017-10-07 23:44:07,353350.0
2017-10-07 23:44:18,353450.0
2017-10-07 23:44:29,353500.0
2017-10-07 23:44:40,353500.0
2017-10-07 23:44:51,353400.0
2017-10-07 23:45:02,353500.0
2017-10-07 23:45:14,353500.0
2017-10-07 23:45:25,353500.0
2017-10-07 23:45:36,353500.0
2017-10-07 23:45:47,353550.0
2017-10-07 23:45:58,353500.0
2017-10-07 23:46:09,353500.0
2017-10-07 23:46:20,353450.0
2017-10-07 23:46:31,353200.0
2017-10-07 23:46:43,353150.0
2017-10-07 23:46:56,353150.0
2017-10-07 23:47:07,353200.0
2017-10-07 23:47:18,353400.0
2017-10-07 23:47:29,353400.0
2017-10-07 23:47:39,353400.0
2017-10-07 23:47:50,353350.0
2017-10-07 23:48:01,353000.0
2017-10-07 23:48:13,354000.0
2017-10-07 23:48:24,354100.0
2017-10-07 23:48:34,354000.0
2017-10-07 23:48:45,354000.0
2017-10-07 23:48:57,354000.0
2017-10-07 23:49:07,354100.0
2017-10-07 23:49:18,354100.0
2017-10-07 23:49:29,354200.0
2017-10-07 23:49:39,354200.0
2017-10-07 23:49:50,354000.0
2017-10-07 23:50:01,354000.0
2017-10-07 23:50:12,354000.0
2017-10-07 23:50:23,353700.0
2017-10-07 23:50:34,354250.0
2017-10-07 23:50:44,354250.0
2017-10-07 23:50:55,354300.0
2017-10-07 23:51:06,354300.0
2017-10-07 23:51:17,354200.0
2017-10-07 23:51:27,354200.0
2017-10-07 23:51:38,354200.0
2017-10-07 23:51:49,354200.0
2017-10-07 23:51:59,354100.0
2017-10-07 23:52:10,354100.0
2017-10-07 23:52:21,354150.0
2017-10-07 23:52:32,353900.0
2017-10-07 23:52:43,354150.0
2017-10-07 23:52:54,354150.0
2017-10-07 23:53:05,354200.0
2017-10-07 23:53:17,354300.0
2017-10-07 23:53:28,354200.0
2017-10-07 23:53:39,354300.0
2017-10-07 23:53:50,354150.0
2017-10-07 23:54:00,354400.0
2017-10-07 23:54:11,354200.0
2017-10-07 23:54:22,354400.0
2017-10-07 23:54:34,354450.0
2017-10-07 23:54:45,354400.0
